"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent_q","attn_1","attn_2","AIPresent_Capability_1","AIPresent_Trust_1","AIPresent_Why","SelfPresent_Capabili_1","SelfPresent_Trust_1","SelfPresent_Why","AIAbsent_Capability_1","AIAbsent_Trust_1","AIAbsent_Why","SelfAbsent_Capabilit_1","SelfAbsent_Trust_1","Absent_Why","AIAdjacent_Capabilit_1","AIAdjacent_Trust_1","AIAdjacent_Why","SelfAdjacent_Capabil_1","SelfAdjacent_Trust_1","SelfAdjacent_Why","AIBaseline_Capabilit_1","AIBaseline_Trust_1","AIBaseline_Why1","SelfBaseline_Capabil_1","SelfBaseline_Trust_1","SelfBaseline_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income","FL_7_DO"
"2024-12-13 14:52:57","2024-12-13 14:54:43","0","100","105","1","2024-12-13 14:54:43","R_679d0K5xjZCEuHG","anonymous","EN","1","1","1","2","","","","","","","","","","","","","16","50","it cannot actually see the person, but it could make inferences about the behavior of the person","","","","","","","","","","2","78","19","2","","30","6","","10","AI-BackgroundAdjacentCondition"
"2024-12-13 14:49:21","2024-12-13 14:54:47","0","100","325","1","2024-12-13 14:54:47","R_6n1KtvhX6GCsEXT","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","88","94","its obvious to me that pictured is a potential robber or would be thief that is armed with a pistol.  He is wearing all black with gloves and a ski mask.  It appears to be daytime which is odd, and is the only thing that would make me question my interpretation. ","","","","","","","2","79","25","2","","48","4","","12","Self-BackgroundAdjacentCondition"
"2024-12-13 14:51:38","2024-12-13 14:54:48","0","100","189","1","2024-12-13 14:54:49","R_1rHCFK6jCNxo9r7","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","71","27","I do not believe AI is sophisticated enough to make accurate judgements on human body language and behavior across the board. The example above is almost a caricature of criminal activity and it's possible AI could interpret the behavior of the person in the image correctly. But the second question asks about the behavior of people *like* the one in the image, which I do not agree with.","","","","2","80","60","2","","36","4","","11","AI-BaselineCondition"
"2024-12-13 14:44:30","2024-12-13 14:54:49","0","100","619","1","2024-12-13 14:54:50","R_3sC6iOdkhNx32CZ","anonymous","EN","0.8999999761581421","1","1","2","","","","76","78","Clues and AI can show what someone is doing, but they don’t provide sufficient context to fully understand human behavior.","","","","","","","","","","","","","","","","","","","2","79","68","1","","35","5","","11","Self-BackgroundPresentCondition"
"2024-12-13 14:51:47","2024-12-13 14:55:02","0","100","195","1","2024-12-13 14:55:03","R_5C8ujSmLd1m8v7N","anonymous","EN","1","1","1","2","","","","","","","80","70","If the camera works as described, the image above is depicting a person looking into a window. AI is very advanced at this point and should be able to analyze things like this.","","","","","","","","","","","","","","","","2","75","65","1","","32","4","","10","AI-BackgroundAbsentCondition"
"2024-12-13 14:53:12","2024-12-13 14:55:03","0","100","111","1","2024-12-13 14:55:03","R_32sP7sow8DYoe6x","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","95","96","It's clear he's looking in because of his direction and hand on the glass.","","","","2","96","90","1","","31","4","","11","AI-BaselineCondition"
"2024-12-13 14:53:04","2024-12-13 14:55:07","0","100","123","1","2024-12-13 14:55:07","R_1QbIbqxHMJID54u","anonymous","EN","1","1","1","2","","","","","","","","","","60","37","The image identifies a person near a window but doesn't indicate what they may be doing","","","","","","","","","","","","","2","39","8","1","","45","5","","10","Self-BackgroundAbsentCondition"
"2024-12-13 14:50:40","2024-12-13 14:55:13","0","100","273","1","2024-12-13 14:55:14","R_5k0Y4fszYGts9Qq","anonymous","EN","1","1","1","2","","","","","","","","","","60","20","I could perhaps see that that was a person looking into a window (as in, it's a possible interpretation), but I can't say that I could accurately interpret any behaviours based on rectangles..","","","","","","","","","","","","","2","20","10","2","","33","5","","13","Self-BackgroundAbsentCondition"
"2024-12-13 14:51:55","2024-12-13 14:55:17","0","100","201","1","2024-12-13 14:55:17","R_6nCrB43cxOrXAd3","anonymous","EN","1","1","1","2","","","","","","","","","","","","","77","60","It would be hard for me to conclude that the AI couldn't tell the person is looking into the window. However, there is insufficient information provided to the AI to conclude any violent intent on the part of the burglar.","","","","","","","","","","2","80","60","1","","30","1","","16","AI-BackgroundAdjacentCondition"
"2024-12-13 14:49:45","2024-12-13 14:55:18","0","100","332","1","2024-12-13 14:55:18","R_1PLH2Yng51WhH61","anonymous","EN","1","1","1","2","","","","95","65","They're dressed as a criminal and so I can predict that it's likely they're going to commit a crime of some form. However, they could be quite unpredictable as criminals often are.","","","","","","","","","","","","","","","","","","","2","85","70","1","","41","4","","11","Self-BackgroundPresentCondition"
"2024-12-13 14:49:34","2024-12-13 14:55:19","0","100","345","1","2024-12-13 14:55:19","R_7DW9OcPtUcVKddn","anonymous","EN","1","1","1","2","","","","","","","70","30","It looks like it just detects objects but there is no indication it can detect behavior.","","","","","","","","","","","","","","","","2","79","0","1","","71","4","","12","AI-BackgroundAbsentCondition"
"2024-12-13 14:49:10","2024-12-13 14:55:20","0","100","370","1","2024-12-13 14:55:21","R_6OqtLKkppBenW3R","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","I can clearly see someone looking into the window with a gun in their hand. I believe this person is looking to break into the building","2","77","30","1","","38","1","","12","Self-BaselineCondition"
"2024-12-13 14:42:48","2024-12-13 14:55:23","0","100","754","1","2024-12-13 14:55:23","R_5QF75kK6YMK5tQp","anonymous","EN","1","1","1","2","","","","","","","75","79","I somewhat agree with both statements because while the AI system may identify the person and the window, it's unclear if it can accurately detect specific behaviors like looking into the window. AI systems can be accurate but may still struggle with interpreting nuanced actions.","","","","","","","","","","","","","","","","2","86","80","1","","44","4","","14","AI-BackgroundAbsentCondition"
"2024-12-13 14:51:50","2024-12-13 14:55:25","0","100","215","1","2024-12-13 14:55:26","R_10HJCR3rFGTpvaf","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","89","90","I think my interpretation of the behavior fits in with the context including what the person is dressed like. Additionally, I also see the person's hand on the window and that likely means they are peering into it.","2","70","32","2","","29","5","","14","Self-BaselineCondition"
"2024-12-13 14:53:37","2024-12-13 14:55:26","0","100","108","1","2024-12-13 14:55:26","R_1I6OiUzJSIjSAwh","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","70","30","The statement is technically correct; the man's appearance suggests more than ""he is looking in the window""","","","","2","82","51","1","","27","4","","11","AI-BaselineCondition"
"2024-12-13 14:53:23","2024-12-13 14:55:27","0","100","124","1","2024-12-13 14:55:27","R_1fcLFieT0Ph2dWO","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","80","55","The person looking into the window is either an actor or a thief. There is no reason for them to be there.","","","","","","","2","78","81","2","","54","3","","15","Self-BackgroundAdjacentCondition"
"2024-12-13 14:51:07","2024-12-13 14:55:29","0","100","261","1","2024-12-13 14:55:29","R_6OVHOuDksPXIaGJ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","95","I think I can 100% see that a person is looking in a window in the image because I can see the window in the image and the person is facing the window looking in. I think I can almost 100% accurately interpret the behavior because there are very few reasons to be looking in a window in this way while wearing what the person is wearing and holding a gun. But maybe there is a reason for it I can't think of so I am not sure I could be 100% sure of the intentions.","2","60","10","2","","39","5","","14","Self-BaselineCondition"
"2024-12-13 14:53:02","2024-12-13 14:55:31","0","100","148","1","2024-12-13 14:55:31","R_6uXL7dQiUkHFVrX","anonymous","EN","1","1","1","2","71","57","If the AI can accurately identify multiple objects, it is also likely to be able to identify the head position of a person (in this case, looking to the camera's left, right in front of a window.)","","","","","","","","","","","","","","","","","","","","","","2","50","40","2","","35","4","","12","AI-BackgroundPresentCondition"
"2024-12-13 14:53:46","2024-12-13 14:55:32","0","100","105","1","2024-12-13 14:55:32","R_6dwkPpfkJHEwzf3","anonymous","EN","1","1","1","2","","","","","","","","","","19","18","It depends on which direction the person is facing, and this information is not provided. The person could simply be standing in front of the window, not looking into it.","","","","","","","","","","","","","2","68","41","2","","23","3","","14","Self-BackgroundAbsentCondition"
"2024-12-13 14:54:02","2024-12-13 14:55:33","0","100","91","1","2024-12-13 14:55:34","R_7UgfuyBCIhPCpWx","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","96","93","Even though everything is labeled, I can clearly see the person looking inside the window.","","","","","","","2","68","64","1","","30","4","","11","Self-BackgroundAdjacentCondition"
"2024-12-13 14:52:48","2024-12-13 14:55:34","0","100","165","1","2024-12-13 14:55:35","R_8Y63py4TRUwiPnd","anonymous","EN","1","1","1","2","","","","","","","30","30","It doesn't seem to have been able to find the correct location/size of a person ","","","","","","","","","","","","","","","","2","70","50","1","","42","4","","10","AI-BackgroundAbsentCondition"
"2024-12-13 14:52:42","2024-12-13 14:55:37","0","100","175","1","2024-12-13 14:55:38","R_6zBL4r3w8G9Vtyg","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","92","92","You can see him looking in the window and see him holding a gun","","","","","","","2","84","32","1","","40","4","","13","Self-BackgroundAdjacentCondition"
"2024-12-13 14:53:47","2024-12-13 14:55:41","0","100","114","1","2024-12-13 14:55:41","R_1Qz9Id34DBJ5OKV","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","91","81","AI software is pretty advanced these days, it also says specifically that it shows what it can see from it's camera, so that's why I agree with both questions.","","","","2","71","49","1","","30","3","","16","AI-BaselineCondition"
"2024-12-13 14:47:44","2024-12-13 14:55:42","0","100","477","1","2024-12-13 14:55:42","R_1i8KQOvMH3szg1B","anonymous","EN","1","1","1","2","","","","79","88","it seems accurate with what it has outlined and how large the objects in the image are","","","","","","","","","","","","","","","","","","","2","89","78","2","","36","4","","9","Self-BackgroundPresentCondition"
"2024-12-13 14:53:21","2024-12-13 14:55:43","0","100","141","1","2024-12-13 14:55:44","R_5eFNWpc2i5bDCzE","anonymous","EN","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:50:06","2024-12-13 14:55:45","0","100","339","1","2024-12-13 14:55:46","R_14TBRJiqxgyO4ff","anonymous","EN","1","1","1","2","","","","","","","","","","","","","40","31","The AI does appear to be able to see the window, but is not directly detecting the person touching the window. It seems aware a person is, however in front of the window and clearly detects its a person, so It may be able to learn the behavior of a person looking into a window. Based on the limited information above, I cannot be even 40% of what exactly it can detect. ","","","","","","","","","","2","83","73","1","","37","1","","12","AI-BackgroundAdjacentCondition"
"2024-12-13 14:53:54","2024-12-13 14:55:47","0","100","112","1","2024-12-13 14:55:47","R_7X8BqrtCu0MCqVb","anonymous","EN","1","1","1","2","","","","","","","81","70","Since the AI can label what it sees, it can use logic to determine the direction the person is facing, thus making it able to determine that the person is looking into the window. ","","","","","","","","","","","","","","","","2","74","36","2","","36","4","","11","AI-BackgroundAbsentCondition"
"2024-12-13 14:44:23","2024-12-13 14:55:50","0","100","687","1","2024-12-13 14:55:51","R_60l4jlMJJWhhsSD","anonymous","EN","1","1","1","2","","","","100","98","The person is clearly is wearing a mask holding a gun, and looking into the window. All these three things together combined indicate that this person wants to commit a crime, and wants to do a break in.","","","","","","","","","","","","","","","","","","","2","61","31","3","","25","3","","14","Self-BackgroundPresentCondition"
"2024-12-13 14:54:27","2024-12-13 14:55:52","0","100","85","1","2024-12-13 14:55:53","R_17TnChrkaL63rSF","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","It's evident from the photo. I can't imagine him doing anything else.","2","75","50","1","","34","1","","16","Self-BaselineCondition"
"2024-12-13 14:51:58","2024-12-13 14:55:54","0","100","235","1","2024-12-13 14:55:54","R_5OoehW26t1fUhDp","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","0","0","You really tell what is going on in the above image. I assumed it would be an image of a person in a room.","","","","","","","2","82","50","2","","33","4","","12","Self-BackgroundAdjacentCondition"
"2024-12-13 14:53:18","2024-12-13 14:55:57","0","100","159","1","2024-12-13 14:55:57","R_1osBzI8shZfpXfX","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","I can see with my own eyes that a person is looking into a window","2","50","61","2","","58","4","","13","Self-BaselineCondition"
"2024-12-13 14:53:44","2024-12-13 14:55:59","0","100","135","1","2024-12-13 14:56:00","R_1AsTImSJ3c0dcVX","anonymous","EN","1","1","1","2","","","","","","","","","","","","","75","10","I believe it can detect that the person is looking into the window by viewing the recording but I don't trust that it can accurately interpret the behavior of people like the one in the image. ","","","","","","","","","","2","75","20","1","","35","2","","12","AI-BackgroundAdjacentCondition"
"2024-12-13 14:51:04","2024-12-13 14:56:01","0","100","296","1","2024-12-13 14:56:01","R_1wp1gp0Ii1QwuqJ","anonymous","EN","1","1","1","2","95","90","Since the AI can accurately identify the person and the distinction between the wall and the window, I believe it's reasonably to state that the AI would be able to accurately detect that the person is looking through the window and can interpret that the person is looking through it. ","","","","","","","","","","","","","","","","","","","","","","2","90","75","2","","29","4","","13","AI-BackgroundPresentCondition"
"2024-12-13 14:52:00","2024-12-13 14:56:08","0","100","248","1","2024-12-13 14:56:08","R_1fDNbhhqYpLwqPh","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:54:57","2024-12-13 14:56:08","0","100","71","1","2024-12-13 14:56:08","R_6qQMbTHXwUjgV5U","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","0","76","The face of the person is covered, so it is not possible for AI to detect their identity.","","","","2","60","47","2","","25","4","","14","AI-BaselineCondition"
"2024-12-13 14:52:14","2024-12-13 14:56:09","0","100","235","1","2024-12-13 14:56:10","R_1N5jYzIA2fJIXSU","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","91","The image shows a person looking in a window. While there may be other explanations for their actions, the simplest and most likely is looking through a window","","","","","","","2","100","68","2","","57","8","Professional degree","9","Self-BackgroundAdjacentCondition"
"2024-12-13 14:47:38","2024-12-13 14:56:04","0","100","506","1","2024-12-13 14:56:10","R_5DNxwEokqsSjuCu","anonymous","EN","1","1","1","2","","","","","","","","","","","","","59","39","I think that the AI is able to see the positioning of each component in the image to put together that the person is looking out the window, but I don't think that the AI can accurately interpret the human behavior ","","","","","","","","","","2","67","51","2","","22","4","","10","AI-BackgroundAdjacentCondition"
"2024-12-13 14:41:59","2024-12-13 14:56:13","0","100","853","1","2024-12-13 14:56:13","R_6XbuAZNZYs413xL","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","90","This person is looking into the window waiting to start a very conflicted, tense, unpredictable situation. This would be typical behavior in this situation.","","","","","","","2","60","20","1","","26","1","","15","Self-BackgroundAdjacentCondition"
"2024-12-13 14:53:03","2024-12-13 14:56:15","0","100","192","1","2024-12-13 14:56:16","R_7DMXJtJGTDQN7sl","anonymous","EN","1","1","1","2","","","","","","","","","","92","90","the image is pretty self explanatory to see what is happening","","","","","","","","","","","","","3","50","5","2","","47","3","","11","Self-BackgroundAbsentCondition"
"2024-12-13 14:55:20","2024-12-13 14:56:17","0","100","57","1","2024-12-13 14:56:17","R_7MXJMM1YyCRbKWl","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:49:48","2024-12-13 14:56:19","0","100","391","1","2024-12-13 14:56:19","R_6szZpltVdkP5cRQ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","98","The person can clearly be seen looking in the window. Considering the person is holding a gun, dressed in black and wearing a mask, I can deduce with some certainty that they are up to know good; likely planning a break-in or a robbery.","","","","","","","2","80","80","1","","47","3","","14","Self-BackgroundAdjacentCondition"
"2024-12-13 14:54:05","2024-12-13 14:56:25","0","100","140","1","2024-12-13 14:56:25","R_7AeBfQ8lzSfa3Pb","anonymous","EN","1","1","1","2","79","66","I think it will spot the person but cannot tell exactly what the person is doing.","","","","","","","","","","","","","","","","","","","","","","2","41","25","1","","28","4","","14","AI-BackgroundPresentCondition"
"2024-12-13 14:50:57","2024-12-13 14:56:27","0","100","329","1","2024-12-13 14:56:27","R_1dvrRdlbF6cWbJc","anonymous","EN","1","1","1","2","","","","","","","","","","","","","52","39","I suspect this is outdated as AI is far more advanced now, but from the sketch and details provided, it likely couldn't differentiate","","","","","","","","","","2","72","58","1","","42","5","","10","AI-BackgroundAdjacentCondition"
"2024-12-13 14:54:08","2024-12-13 14:56:27","0","100","139","1","2024-12-13 14:56:28","R_1IbBrZF0tI8VpIe","anonymous","EN","1","1","1","2","","","","","","","","","","11","5","I wouldn't be able to know which way they are facing or looking based on this limited information.","","","","","","","","","","","","","2","76","33","2","","29","3","","14","Self-BackgroundAbsentCondition"
"2024-12-13 14:49:34","2024-12-13 14:56:30","0","100","415","1","2024-12-13 14:56:31","R_3wgnBSkQgaRQlIC","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","76","75","TO ENHANCE SECURITY AND IMPROVE VISIBILITY. THIS IS EXACTLY HOE THE COMBINATION OF COMPUTER VISION AND AI WORKS","","","","2","74","81","2","","28","4","","10","AI-BaselineCondition"
"2024-12-13 14:48:24","2024-12-13 14:56:32","0","100","487","1","2024-12-13 14:56:32","R_32zUtdRNp572oiJ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","The man is in a ski mask to disguise his face while holding a gun and looking through a window. It's apparent that he has ill intent.","2","65","49","2","","45","5","","13","Self-BaselineCondition"
"2024-12-13 14:51:59","2024-12-13 14:56:33","0","100","274","1","2024-12-13 14:56:34","R_5iRaprkx1A8vXta","anonymous","EN","1","1","1","2","","","","90","81","It's obvious that the person in question is looking into the window and based upon the image shown, the intentions aren't good.","","","","","","","","","","","","","","","","","","","2","33","3","2","","45","3","","16","Self-BackgroundPresentCondition"
"2024-12-13 14:50:38","2024-12-13 14:56:34","0","100","355","1","2024-12-13 14:56:35","R_5dU6f3iyqXQC31n","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","82","The image is pretty clear, so I can accurately deduce what is happening.","","","","2","67","74","2","","34","4","","9","AI-BaselineCondition"
"2024-12-13 14:50:35","2024-12-13 14:56:35","0","100","360","1","2024-12-13 14:56:36","R_6SnnDaNx0MsaKsx","anonymous","EN","1","1","1","2","","","","","","","","","","0","0","It is impossible to detect what the person is doing with the provided information","","","","","","","","","","","","","2","78","0","2","","54","4","","14","Self-BackgroundAbsentCondition"
"2024-12-13 14:50:55","2024-12-13 14:56:41","0","100","345","1","2024-12-13 14:56:41","R_3wMOB1oCGGSvgWH","anonymous","EN","1","1","1","2","","","","","","","","","","55","50","I don't feel very confident that I can interpret the behavior of this person.","","","","","","","","","","","","","2","45","5","2","","57","1","","16","Self-BackgroundAbsentCondition"
"2024-12-13 14:55:06","2024-12-13 14:56:41","0","100","94","1","2024-12-13 14:56:41","R_5IZ6Q0khWv8Cag2","anonymous","EN","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:54:54","2024-12-13 14:56:42","0","100","108","1","2024-12-13 14:56:42","R_3MceoSnrfxuTLLH","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","82","86","It seems like the action of peering in to the home made the camera take the picture","","","","2","71","61","1","","26","4","","11","AI-BaselineCondition"
"2024-12-13 14:54:53","2024-12-13 14:56:50","0","100","117","1","2024-12-13 14:56:51","R_7BDFxRcJiraRqHD","anonymous","EN","1","1","1","2","","","","","","","","","","0","0","A person might not be looking into a window, they might just be walking by it.  It's difficult to tell without imagery.","","","","","","","","","","","","","2","100","60","1","","42","1","","13","Self-BackgroundAbsentCondition"
"2024-12-13 14:51:10","2024-12-13 14:56:53","0","100","342","1","2024-12-13 14:56:53","R_6xY0mBylAkTpCJy","anonymous","EN","1","1","1","2","","","","","","","70","70","The surveillance camera AI system is likely to be meticulously programmed to detect all sorts of human movements, such as looking into a window. However whether the AI can perfectly detect these types of movements requires more information/data. ","","","","","","","","","","","","","","","","2","80","0","1","","35","5","","14","AI-BackgroundAbsentCondition"
"2024-12-13 14:56:27","2024-12-13 14:56:53","0","100","26","1","2024-12-13 14:56:53","R_1VQ6F3ZaE9KQozs","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:51:40","2024-12-13 14:56:53","0","100","312","1","2024-12-13 14:56:53","R_5PMpac6ND9jcVtA","anonymous","EN","1","1","1","2","","","","","","","74","30","The AI can detect an object or a person; however, I don't believe it can predict what the object or person will do to any consequence.","","","","","","","","","","","","","","","","2","62","10","2","","67","3","","12","AI-BackgroundAbsentCondition"
"2024-12-13 14:50:15","2024-12-13 14:56:53","0","100","397","1","2024-12-13 14:56:54","R_6qkGjYqemWgbZWK","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","98","95","The person is definitely looking through a window and is wearing very unusual clothing that makes them appear to be a burglar. There isn't a plausible alternative explanation.","2","85","10","2","","37","4","","13","Self-BaselineCondition"
"2024-12-13 14:52:21","2024-12-13 14:56:56","0","100","274","1","2024-12-13 14:56:57","R_5usvYNRQqISUTml","anonymous","EN","1","1","1","2","","","","100","100","The person is using his hand above his eyes to look out the window. He's working all black and a mask, holding a gun, which indicates to me he's about to commit a crime and is looking to see if anyone is coming.","","","","","","","","","","","","","","","","","","","2","70","0","2","","39","4","","11","Self-BackgroundPresentCondition"
"2024-12-13 14:52:32","2024-12-13 14:56:57","0","100","265","1","2024-12-13 14:56:58","R_7K42bK7XMLdKHKK","anonymous","EN","1","1","1","2","80","70","The AI system seems to be able to identify objects and people, so it can probably also interpret what is going on in the image.","","","","","","","","","","","","","","","","","","","","","","2","70","20","2","","40","8","JD (professional law degree)","12","AI-BackgroundPresentCondition"
"2024-12-13 14:54:11","2024-12-13 14:56:58","0","100","167","1","2024-12-13 14:56:59","R_2KMIwJw0BesHohH","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","100","Ai has managed to get spot on what the person is doing accurately from what i can also see in the picture.","","","","2","25","0","2","","31","2","","13","AI-BaselineCondition"
"2024-12-13 14:52:58","2024-12-13 14:57:01","0","100","243","1","2024-12-13 14:57:02","R_7AWx07fgwP1TSYV","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:53:21","2024-12-13 14:57:02","0","100","221","1","2024-12-13 14:57:03","R_73e5woMoRHrbgE7","anonymous","EN","1","1","1","2","90","95","I think the AI can detect that the person is looking into the window. ","","","","","","","","","","","","","","","","","","","","","","2","80","80","2","","46","3","","12","AI-BackgroundPresentCondition"
"2024-12-13 14:45:45","2024-12-13 14:57:05","0","100","679","1","2024-12-13 14:57:05","R_11WtTcDGhKQppG9","anonymous","EN","1","1","1","2","","","","","","","","","","45","55","The boxes are distinct enough to be able to tell a little of what is going on. I think the accuracy is not great because of how big the person box is. ","","","","","","","","","","","","","2","65","30","2","","25","1","","13","Self-BackgroundAbsentCondition"
"2024-12-13 14:45:41","2024-12-13 14:57:10","0","100","689","1","2024-12-13 14:57:10","R_1IBbFaL0PKjpjR7","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","79","83","It looks clear and I know normal cameras can track, so this one should be better.","","","","2","73","60","2","","49","5","","13","AI-BaselineCondition"
"2024-12-13 14:53:16","2024-12-13 14:57:10","0","100","234","1","2024-12-13 14:57:10","R_51XCDScm2b8AYvZ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","95","This is a picture of a person who is obviously looking in a window and because of the gun and the mask it is easy to assume he is planning on robbing the building or harming someone.","2","70","10","1","","59","4","","11","Self-BaselineCondition"
"2024-12-13 14:46:32","2024-12-13 14:57:12","0","100","640","1","2024-12-13 14:57:13","R_3YGjGYZbPongnKk","anonymous","EN","1","1","1","2","","","","","","","76","70","AI can be pretty hit or miss, but I think that if a person were standing in its line of sight it could accurately interpret","","","","","","","","","","","","","","","","2","69","30","2","","26","3","","14","AI-BackgroundAbsentCondition"
"2024-12-13 14:55:18","2024-12-13 14:57:13","0","100","115","1","2024-12-13 14:57:14","R_7GnAhZDQLr5NKMh","anonymous","EN","1","1","1","2","","","","100","100","I can clearly see the image and what is taking place inside of it.","","","","","","","","","","","","","","","","","","","2","90","95","1","","30","4","","13","Self-BackgroundPresentCondition"
"2024-12-13 14:53:17","2024-12-13 14:57:15","0","100","238","1","2024-12-13 14:57:16","R_18LPvDgmgnwy0cD","anonymous","EN","1","1","1","2","","","","100","90","The person in the image is wearing a mask to hide identity, is holding a gun, and peering into a window. It seems safe to say they want to rob the building or harm others.","","","","","","","","","","","","","","","","","","","2","85","5","2","","49","3","","13","Self-BackgroundPresentCondition"
"2024-12-13 14:44:31","2024-12-13 14:57:16","0","100","765","1","2024-12-13 14:57:16","R_6FVA2DRKNH5P58M","anonymous","EN","0.8999999761581421","1","1","2","","","","","","","","","","","","","78","70","Based on the surveillance AI relied on detecting consistent, measurable behaviors that can be trained into the system.","","","","","","","","","","2","83","66","1","","26","4","","9","AI-BackgroundAdjacentCondition"
"2024-12-13 14:53:45","2024-12-13 14:57:17","0","100","211","1","2024-12-13 14:57:17","R_1OuCLSlYiqsO0vc","anonymous","EN","1","1","1","2","","","","","","","77","75","It can see a person and a wall/window near it so it can use reasonable deducation to assume that without beng 100% sure","","","","","","","","","","","","","","","","2","74","69","1","","33","3","","12","AI-BackgroundAbsentCondition"
"2024-12-13 14:55:25","2024-12-13 14:57:17","0","100","111","1","2024-12-13 14:57:17","R_16yi7lLat6LDyMN","anonymous","EN","1","1","1","2","","","","100","100","I can infer from the context clues of what I see the person wearing and holding that I know what the person is doing.","","","","","","","","","","","","","","","","","","","2","93","86","2","","36","4","","10","Self-BackgroundPresentCondition"
"2024-12-13 14:54:14","2024-12-13 14:57:21","0","100","186","1","2024-12-13 14:57:21","R_75ALnhjN9Uzqzst","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","100","The image accurately depicts someone looking into a window.","","","","2","74","79","1","","25","4","","11","AI-BaselineCondition"
"2024-12-13 14:53:29","2024-12-13 14:57:21","0","100","231","1","2024-12-13 14:57:22","R_7xJ2jsC1Px5XWwN","anonymous","EN","1","1","1","2","","","","","","","","","","","","","93","86","The Ai should be able to detect a person is looking in a window","","","","","","","","","","2","20","16","2","","32","4","","14","AI-BackgroundAdjacentCondition"
"2024-12-13 14:53:30","2024-12-13 14:57:22","0","100","232","1","2024-12-13 14:57:23","R_7dEWxZGybhrdGA0","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","A person wearing a ski mask with a gun drawn is dangerous and it seems extremely clear they are doing something nefarious here. I don't know if I need any additional information to tell any of that.","2","80","61","1","","37","3","","15","Self-BaselineCondition"
"2024-12-13 14:52:37","2024-12-13 14:57:32","0","100","294","1","2024-12-13 14:57:33","R_4ro61hxrjCLqpVj","anonymous","EN","1","1","1","2","","","","100","70","The person is clearly looking into the window - I can see from the direction of his head and the window directly in front of his eyes, he could not be doing anything else. However, I cannot accurately interpret the behavior of this man or people like him, as there is no further information. I can suspect he might be up to no good given his outfit, but I cannot accurately know that for sure. ","","","","","","","","","","","","","","","","","","","2","40","10","2","","28","5","","10","Self-BackgroundPresentCondition"
"2024-12-13 14:54:27","2024-12-13 14:57:33","0","100","186","1","2024-12-13 14:57:33","R_73H8Exvt4DdPxSx","anonymous","EN","1","1","1","2","","","","","","","41","43","From the image shown above I believe that the AI does not actually know but it is just putting certain facts or characteristics together to come up with a conclusion that may or may not be accurate. ","","","","","","","","","","","","","","","","2","66","48","2","","36","4","","14","AI-BackgroundAbsentCondition"
